typeClass,disorder,medicine,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15,symptom16,symptom17,symptom18,symptom19,symptom20,symptom21,symptom22,symptom23,symptom24,symptom25,symptom26,symptom27,symptom28,symptom29,symptom30,symptom31,symptom32,symptom33,symptom34,symptom35,symptom36,symptom37,symptom38,symptom39,symptom40,symptom41,symptom42,symptom43,symptom44,symptom45,symptom46,symptom47,symptom48,symptom49,symptom50,symptom51,symptom52,symptom53,symptom54,symptom55,symptom56,symptom57,symptom58,symptom59,symptom60,symptom61,symptom62,symptom63,symptom64,symptom65,symptom66,symptom67,symptom68,symptom69,symptom70,symptom71,symptom72,symptom73,symptom74,symptom75,symptom76
Ondansetron_4-8_mg_intravenous_or_by_mouth_(eg,_oral_dissolving_tablet)
Alternative_therapy:
Metoclopramide_10_mg_intravenous
Dextrose_is_one_of_the_necessary_treatments_of_alcoholic_ketoacidosis,_in_addition_to_complex_carbohydrates.
Note:_If_the_patient_can_eat,_feed_the_patient_complex_carbohydrates.
Dextrose_should_be_given_to_patients,_even_if_the_patient_is_euglycemic.
Hyperglycemic_patients_should_have_serum_glucose_followed_and_dextrose_given_as_needed.
Dextrose_can_be_administered_in_different_concentrations.
Choose_one_of_the_following:
Dextrose_50%_50_mL_(25_g)_intravenous_push
Dextrose_10%_250_mL_(25_g)_intravenous_infusion
After_an_initial_administration_of_dextrose_as_described_above,_continue_with_a_continuous_infusion_of_dextrose-containing_intravenous_solution_(eg,_dextrose_10%_in_water)._We_recommend_administering_this_solution_with_potassium_repletion._Many_of_these_patients_may_require_additional_repletion_(eg,_magnesium,_phosphorus).
Note:_Continuous_infusions_of_dextrose_5%-10%_in_water_will_increase_free_water_administration_to_the_patient.
For_hyperglycemic_patients,_eg,_>250_mg/dL_(>14_mmol/L),_administer_insulin_as_an_intravenous_infusion_(eg,_0.1_units/kg/hour)_with_electrolyte_and_glucose_monitoring.
Monitor_serum_glucose_(eg,_fingerstick_glucose)_every_hour.
For_thiamine_deficiency,_consider_the_following:
Many_chronic_ethanol_use_patients_may_be_deficient_in_thiamine._As_thiamine_is_a_water-soluble_vitamin,_higher_doses_can_be_given,_and_adverse_effects_are_not_expected.
Thiamine_200_mg_intravenous
If_Wernicke_encephalopathy_(eg,_ataxia,_altered_sensorium,_ophthalmoplegia)_or_thiamine_deficiency_is_suspected,_give_thiamine.
Give_thiamine_500_mg_as_an_intravenous_infusion,_followed_by_200-500_mg_intravenous_every_8_hours_for_2-7_days,_followed_by_100_mg_by_mouth_every_8_hours_for_1-2_weeks,_then_100_mg_by_mouth_every_24_hours.
Note:_Thiamine_does_not_need_to_be_given_before_dextrose_administration_(ie,_to_prevent_acute_Wernicke_encephalopathy)_and_should_not_be_delayed_if_the_patient_is_hypoglycemic.
We_do_recommend_that_thiamine_be_given_with_dextrose_administration,_as_thiamine_is_a_necessary_cofactor_in_the_body.
If_toxic_alcohol_poisoning_is_suspected_(eg,_ethylene_glycol,_methanol)_give_treatment-specific_therapies,_including_the_antidote_fomepizole.
See_Alcoholic_Toxicity_and_Poisoning.",Differential_diagnosis,Ketoacidosis,Diabetic_Ketoacidosis,Starvation_Ketoacidosis,Uremia_(renal_failure),Lactic_acidosis,Sepsis,Toxins,Salicylates,Toxic_Alcohols,Diagnostic_tests,Obtain_electrolytes_(renal_function),liver_enzymes_(liver_function),ketone_body_assessment_(ie,beta-hydroxybutyrate),lactate,and_venous_blood_gas._Electrocardiogram_is_also_recommended,Anion_gap_metabolic_acidosis_with_low_pH_and_serum_bicarbonate_is_associated_with_ketone_body_and_lactate_accumulation,Mixed_acid-base_disorders_are_common;_<25%_have_an_isolated_anion_gap_metabolic_acidosis,Serum_ketone_testing,preferably_beta-hydroxybutyrate,is_recommended_if_available._The_predominant_ketone_body_is_beta-hydroxybutyrate,not_acetoacetate._Urine_ketone_assays_generally_detect_acetoacetate;_thus,a_negative_urine_ketone_assay_does_not_rule_out_this_condition,Serum_ethanol_levels_are_classically_low_or_undetectable,but_they_may_be_elevated_in_some_patients_with_chronic_ethanol_use,Serum_glucose_levels_may_be_elevated,although_they_are_typically_low_or_normal,Hyponatremia,hypokalemia,hypomagnesemia,and_hypophosphatemia_are_common_due_to_gastrointestinal_and_renal_losses,Imaging_may_be_necessary_to_assist_in_the_diagnosis_of_an_underlying_trigger,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

38,Decompensated_Hypothyroidism,"Treat_if_suspicion_is_high.
Manage_airway,_breathing_,_and_circulation.
Use_caution_with_intubation_due_to_airway_edema_and_low_lung_volumes.
Fingerstick_glucose.
Continuous_cardiac_and_temperature_monitoring.
IV_access.
IV_thyroid_hormone.
Levothyroxine_(T4)_300-500_?g_IV_bolus_OR
Liothyronine_(T3)_25-50_?g_IV_OR
PERSPECTIVES
Combination_of_both_medications_at_the_lowest_doses.
Stress_dose_steroids.
Hydrocortisone_100_mg_IV
Vasopressors_after_thyroid_hormone_replacement,_if_needed_to_treat_hypotension.
Electrolyte_replacement.
Volume_resuscitation_with_caution.
Low_threshold_to_start_broad-spectrum_antibiotics.
Search_for_and_treat_the_inciting_event.
Passive_rewarming_with_blankets_and_increased_room_temperature.
PITFALLS
Avoid_active_rewarming,_which_will_cause_vasodilation_and_can_progress_to_circulatory_collapse.",Among_patients_diagnosed_with_decompensated_hypothyroidism,39%_will_have_no_known_history_of_hypothyroidism,Sepsis_is_the_most_common_inciting_factor,Amiodarone,beta_blockers,diuretics,lithium,and_narcotics_can_all_trigger_decompensated_hypothyroidism,Stroke,CHF,trauma,burns,gastrointestinal_(GI)_bleeds,and_discontinuation_of_thyroid_medication_can_also_push_a_hypothyroid_patient_into_myxedema,Hypothermia_at_lower_than_94øF_is_the_most_common_vital_sign_abnormality_and_is_present_in_~90%_of_patients_with_decompensated_hypothyroidism,Hypotension_and_bradycardia_are_also_commonly_present._Hypoxemia_is_the_second_most_common_vital_sign_abnormality,present_in_80%_of_patients_with_decompensated_hypothyroidism,Dermatologic_symptoms_such_as_dry_skin_and_thinning_hair_are_common._Facial_swelling,voice_changes,cold_intolerance,constipation,and_urinary_retention_may_also_be_present,Hypercapnia_is_often_found_on_lab_work_and_is_present_in_54%_of_myxedema_patients,Altered_sensorium_is_almost_always_present,with_the_most_common_manifestations_being_stupor_and_confusion,ECG_may_reveal_sinus_bradycardia,heart_blocks,low_voltage_complexes,or_bundle_branch_blocks._Low_voltage_myxedema,Thyroid-stimulating_hormone_(TSH)_is_sensitive_for_the_disease_but_not_specific._Free_T4_levels_are_confirmatory_but_can_be_falsely_negative,Hypoglycemia,hyponatremia,hyperkalemia,and_acute_kidney_injury_are_common_electrolyte_abnormalities_found_in_myxedema_patients,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

39,Diabetic_Ketoacidosis,"Textbook_presentation:_A_patient_with_type_1_diabetes_presents_with_abdominal_pain,_nausea,_vomiting,_polyuria,_or_polydipsia._Physical_exam_findings_include_very_dry_mucous_membranes._There_is_notable_fruity_breath_and_Kussmaul_breathing._The_patient_is_slightly_confused,
DKA_is_a_common_first_presentation_for_type_1_diabetes_(estimates_vary_widely_depending_on_location_and_patient_age)_and_should_be_considered_in_young_patients_without_known_diabetes,
Abdominal_pain_and_tenderness_are_common_in_DKA_and_are_present_in_25%-46%_of_patients_with_DKA,
Diagnostic_criteria_for_DKA_include_the_following:_glucose_>250_mg/dL_(>13.9_mmol/L),_pH_ó7.3,_serum_bicarbonate_ó18_mEq/L_(18_mmol/L),_presence_of_ketones_in_serum_and_urine,_and_anion_gap_>17_mEq/L,
Euglycemic_DKA_or_DKA_with_glucose_<250_mg/dL_may_be_seen_in_alcoholic_or_pregnant_patients_or_in_patients_on_sodium-glucose_cotransporter-2_inhibitors,
The_severity_of_DKA_can_be_defined_as_mild,_moderate,_or_severe_according_to_the_severity_of_acidosis_(pH,_serum_bicarbonate,_and_anion_gap),
Cerebral_edema_is_very_rare_in_DKA_(0.7%-1.0%_of_children_with_DKA)_but_is_associated_with_high_rates_of_morbidity_and_mortality_and_is_seen_almost_exclusively_in_children",Textbook_presentation:_A_patient_with_type_1_diabetes_presents_with_abdominal_pain,nausea,vomiting,polyuria,or_polydipsia._Physical_exam_findings_include_very_dry_mucous_membranes._There_is_notable_fruity_breath_and_Kussmaul_breathing._The_patient_is_slightly_confused,DKA_is_a_common_first_presentation_for_type_1_diabetes_(estimates_vary_widely_depending_on_location_and_patient_age)_and_should_be_considered_in_young_patients_without_known_diabetes,Abdominal_pain_and_tenderness_are_common_in_DKA_and_are_present_in_25%-46%_of_patients_with_DKA,Diagnostic_criteria_for_DKA_include_the_following:_glucose_>250_mg/dL_(>13.9_mmol/L),pH_ó7.3,serum_bicarbonate_ó18_mEq/L_(18_mmol/L),presence_of_ketones_in_serum_and_urine,and_anion_gap_>17_mEq/L,Euglycemic_DKA_or_DKA_with_glucose_<250_mg/dL_may_be_seen_in_alcoholic_or_pregnant_patients_or_in_patients_on_sodium-glucose_cotransporter-2_inhibitors,The_severity_of_DKA_can_be_defined_as_mild,moderate,or_severe_according_to_the_severity_of_acidosis_(pH,serum_bicarbonate,and_anion_gap),Cerebral_edema_is_very_rare_in_DKA_(0.7%-1.0%_of_children_with_DKA)_but_is_associated_with_high_rates_of_morbidity_and_mortality_and_is_seen_almost_exclusively_in_children,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

40,Disorders_of_Calcium,"Hypercalcemia
General_Overview_of_the_Lab_Findings,_Patient_Symptoms,_and_Potential_Treatments:

Management_will_depend_on_the_degree_of_symptoms_and_the_level_of_corrected_serum_calcium.
Ensure_that_the_patient_is_protecting_their_airway_and_effectively_ventilating.
IV_fluids_are_a_mainstay_therapy,_since_most_patients_are_volume-depleted.
0.9%_sodium_chloride_IV_bolus_until_blood_pressure_and_perfusion_normalization
After_correction_for_a_potential_hypoperfused_state,_the_patient_should_be_initiated_on_a_saline_infusion.
0.9%_sodium_chloride_IV_at_200-300_mL/h_to_maintain_a_urinary_output_of_2_L/d
After_adequate_hydration,_consider_administration_of_calcitonin_to_further_decrease_the_patient?s_calcium_level.
Calcitonin_4_IU/kg_intramuscular_(IM)_or_subcutaneous_(SC)_q12h
In_patients_with_hypercalcemia_of_malignancy,_bisphosphonates_should_be_considered_after_fluid_resuscitation.
Zoledronic_acid_4_mg_IV_over_15_min_or
Pamidronate_60-90_mg_IV_over_2-24_h
Consider_corticosteroids_in_consultation_with_the_patient?s_primary_physician_or_oncologist.
Prednisone_60_mg_orally_(PO)_q24h
PEARLS
A_consultation_with_Nephrology_for_hemodialysis_should_be_considered_in_severe_cases_of_hypercalcemia_that_are_refractory_to_medical_management_or_have_cardiac_dysfunction_(eg,_arrhythmia,_heart_block)_or_severe_neurologic_symptoms_(eg,_coma).
PITFALLS
The_routine_use_of_furosemide_in_the_management_of_hypercalcemia_is_no_longer_recommended_and_should_be_reserved_for_cases_of_iatrogenic_volume_overload_states_and_patients_with_heart_failure_or_renal_insufficiency.
Hypocalcemia
PITFALLS
Management_will_depend_on_the_degree_of_symptoms_and_the_level_of_corrected_serum_calcium.
Withholding_calcium_in_patients_taking_digoxin_due_to_increased_cardiac_sensitivity_and_the_development_of_arrhythmias_is_no_longer_warranted._Administering_calcium_is_no_longer_contraindicated.
IV_calcium_administration_is_recommended_in_patients_with_moderate_to_severe_symptoms_(eg,_tetany,_seizures),_cardiovascular_involvement_(eg,_prolonged_QT_interval),_or_a_corrected_total_serum_calcium_level_<7.5_mg/dL_(1.9_mmol/L).
Calcium_gluconate_10_mL_10%_solution_IV_(in_50_mL_5%_dextrose_in_water_[D5W]_or_normal_saline)
Can_be_given_via_peripheral_IV
93_mg_elemental_calcium
Calcium_chloride_10_mL_10%_solution_IV_(in_50_mL_D5W_or_normal_saline)
Central_IV_preferred
270_mg_elemental_calcium
In_patients_with_mild_symptoms_(eg,_paresthesia)_and_those_with_a_corrected_total_serum_calcium_level_>7.5_mg/dL_(1.9_mmol/L),_oral_calcium_administration_is_preferred.
Calcium_carbonate_1_g_PO_q12h_or
Calcium_citrate_1_g_PO_q12h
PERSPECTIVES
Be_sure_to_correct_for_possible_concomitant_hypomagnesemia_(see_chapter:_Disorders_of_Magnesium).","Hypercalcemia:
Textbook_presentation:_A_64-y-old_patient_with_a_history_of_lung_cancer_presents_with_vomiting_and_altered_mental_status._The_patient_shows_dry_mucous_membranes_and_is_diffusely_tender_to_palpation_of_muscles_and_bones._The_patient_is_confused_and_not_answering_questions_appropriately._ECG_shows_shortened_PR_and_QT_intervals",Hypercalcemia_occurs_on_a_spectrum:,Mild:_10.5-12_mg/dL_(2.6-3_mmol/L),Moderate:_12-14_mg/dL_(3-3.5_mmol/L),Severe_(hypercalcemic_crisis):_14-16_mg/dL_(3.5-4_mmol/L),Stones,Bones,Groans,Thrones,and_Psychiatric_Overtones,Renal_?stones?:_Nephrolithiasis,renal_failure,Skeletal_?bones?:_Bone_pain,arthralgia,osteoporosis,Abdominal_?groans?:_Nausea/vomiting,anorexia,abdominal_pain,pancreatitis,?Thrones?:_Polyuria/polydipsia_(nephrogenic_diabetes_insipidus),dehydration,constipation,?Psychiatric_overtones?:_Lethargy,altered_mental_status,coma,hallucinations,PITFALLS:_Rarely,patients_can_develop_cardiovascular_effects_with_short_QT_intervals_leading_to_ventricular_dysrhythmias_and_heart_blocks,"Hypocalcemia:
Textbook_presentation:_A_54-y-old_female_who_is_recently_post-total_thyroidectomy_presents_complaining_of_a_seizure._The_patient_presents_awake_and_having_generalized_convulsions._ECG_shows_a_prolonged_PR_interval_and_a_prolonged_QT_interval_due_to_a_prolonged_ST_segment",Hypocalcemia_is_defined_as_a_total_corrected_serum_calcium_level_<8.5?mg/dL_(2.1_mmol/L)_or_an_ionized_calcium_level_<4.4_mg/dL_(1.1_mmol/L),Trousseau?s_sign_(ie,carpal_spasms_after_blood_pressure_cuff_inflation_to_20?mm_Hg_above_the_systolic_blood_pressure_for_3_min),This_is_more_sensitive_(94%)_and_specific_than_Chvostek's_sign,Chvostek's_sign_(ie,facial_or_eye_muscle_twitching_after_tapping_on_the_facial_nerve),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

41,"Disorders_of_Magnesium
","Hypermagnesemia
In_healthy_patients_with_normal_renal_function,_serum_magnesium_levels_will_rapidly_normalize_when_the_patient_decreases_their_magnesium_intake.
In_patients_with_significant_hypermagnesemia,_calcium_administration_antagonizes_the_effects_of_magnesium.
Calcium_gluconate_10_mL_10%_solution_IV_(in_50_mL_5%_dextrose_in_water_[D5W]_or_normal_saline)
Can_be_given_via_peripheral_IV
Calcium_chloride_10_mL_10%_solution_IV_(in_50_mL_D5W_or_normal_saline)
Central_IV_preferred
PEARLS
In_patients_with_significant_hypermagnesemia,_diuretics_and_intravenous_fluids_may_help_to_increase_the_rate_of_renal_excretion.
When_patients_have_compromised_renal_function,_hemodialysis_may_be_required_if_other_attempts_to_enhance_renal_excretion_are_unsuccessful.
Hypomagnesemia
PEARLS
In_a_critically_ill_patient:
Magnesium_sulfate_1-4_g_(~8-32_mEQ)_IV_over_5-30_min.
To_date,_the_ideal_dose_and_rate_have_not_been_clearly_identified_in_the_literature,_but_in_general_the_above_ranges_can_be_used_safely.
PITFALLS
Be_careful_with_patients_who_have_underlying_chronic_kidney_disease/ESRD._There_is_a_higher_risk_of_inducing_hypermagnesemia_due_to_their_inability_to_reliably_excrete_magnesium.
Disposition
Hypermagnesemia
Generally,_significant_hypermagnesemia_will_occur_in_hospitalized_patients,_and_the_ultimate_disposition_largely_depends_on_the_patient?s_overall_clinical_picture.
Hypomagnesemia
CAUTIONS
Patients_are_unlikely_to_present_to_the_ED_with_isolated_symptomatic_hypomagnesemia,_since_it_typically_occurs_secondary_to_a_separate_disease_process_(nausea,_vomiting,_diarrhea,_use_of_diuretics)._In_most_cases,_the_ultimate_disposition_is_influenced_by_the_patient?s_overall_clinical_picture_rather_than_particular_magnesium_levels.
Documentation_Pearls
Hypermagnesemia
PEARLS
A_detailed_neurologic_exam_including_deep_tendinous_reflexes_should_be_included_when_evaluating_any_patient_with_hypermagnesemia.
Hypomagnesemia
PEARLS
In_critical_patients_with_hemodynamic_instability,_cardiac_dysfunction,_renal_dysfunction,_or_neurologic_dysfunction_(eg,_coma,_confusion),_note_time-dependent_interventions_and_consultations.","Hypermagnesemia:
Textbook_presentation:_A_64-y-old_patient_with_ESRD_presents_with_decreased_mental_status._The_patient_has_been_taking_laxatives_for_constipation_and_is_found_to_have_decreased_deep_tendon_reflexes_and_clonus_on_exam",Patients_will_develop_a_variety_of_symptoms_as_serum_magnesium_levels_increase,Normal_serum_magnesium:_1.9-2.4_mg/dL_(0.8-1_mmol/L),Mild_hypermagnesemia:_2.4-4.8_mg/dL_(1-2_mmol/L),Skin_flushing,nausea,headache,Moderate:_4.8-7.2_mg/dL_(2-3_mmol/L),Decreased_deep_tendon_reflexes,Significant_hypermagnesemia:_7.2-12_mg/dL_(3-5_mmol/L),Neuromuscular_and_cardiac_hyperexcitability,PITFALLS:Critical_hypermagnesemia:_12_mg/dL_(>5_mmol/L)_Paralysis,respiratory_failure,and_cardiac_arrest,"Hypomagnesemia:
Textbook_presentation:_A_32-y-old_male_with_a_history_of_alcohol_abuse_presents_complaining_of_numbness_and_tingling_in_his_hands_and_mouth._The_patient_is_experiencing_tremors",and_his_hands_are_contorted_to_where_they_are_difficult_to_use,Hypomagnesemia_can_be_reliably_diagnosed_using_serum_magnesium_testing,Normal_serum_magnesium:_1.9-2.4_mg/dL_(0.8-1.0_mmol/L),Hypomagnesaemia:_<1.8_mg/dL_(0.8_mmol/L),PITFALLS:_Danger:_<1.2_mg/dL_(<_0.5_mmol/L),In_practice,serum_magnesium_testing_is_problematic_and_may_not_reliably_identify_patients_with_clinically_significant_hypomagnesemia,CAUTIONS:_Rather_than_relying_on_lab_testing,clinicians_should_consider_a_diagnosis_of_hypomagnesemia_in_patients_who_have_a_moderate_pretest_likelihood_of_a_deficiency_and_let_clinical_suspicion_influence_the_decision_to_provide_supplemental_magnesium,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

42,Disorders_of_Phosphorus,"Hyperphosphatemia
Management_will_depend_on_the_degree_of_symptoms,_the_level_of_serum_phosphate,_the_extent_of_renal_dysfunction,_and_evidence_of_associated_electrolyte_abnormalities.
The_mainstay_of_treatment_for_symptomatic_patients_involves_enhancing_urinary_excretion_and_limiting_oral_intake_of_phosphates.
Hyperphosphatemia_typically_resolves_in_6-12_h_in_patients_with_normal_renal_function.
Patients_with_mild_renal_insufficiency_can_be_managed_with_saline_infusion_and_loop_diuretics.
0.9%_sodium_chloride_IV_bolus
Furosemide_20_mg_IV
Consider_hemodialysis_or_peritoneal_dialysis_early_in_the_management_of_patients_with_severe_hyperphosphatemia_[serum_phosphate_levels_>14_mg/dL_(4.5_mmol/L)_and/or_renal_failure.
Among_patients_with_associated_hypocalcemia,_IV_calcium_administration_is_recommended_in_those_with_moderate_to_severe_symptoms_(eg,_tetany,_seizures),_cardiovascular_involvement_(eg,_prolonged_QT_interval),_or_a_corrected_total_serum_calcium_level_<7.5_mg/dL_(1.9_mmol/L).
Calcium_gluconate_10_mL_10%_solution_IV_(in_50_mL_5%_dextrose_in_water_[D5W]_or_normal_saline)
Calcium_chloride_10_mL_10%_solution_IV_(in_50_mL_D5W_or_normal_saline)
In_patients_with_mild_symptoms_(eg,_paresthesias)_and_a_corrected_total_serum_calcium_level_>7.5_mg/dL_(1.9_mmol/L),_oral_calcium_administration_is_preferred.
Calcium_carbonate_1_g_orally_(PO)_q12h_or
Calcium_citrate_1_g_PO_q12h
Hypophosphatemia
Management_will_depend_on_the_degree_of_symptoms_and_the_serum_phosphate_level.
Treatment_begins_when_phosphate_levels_drop_to_<2_mg/dL_(0.65_mmol/L).
For_serum_phosphate_levels_of_1-2_mg/dL_(0.32-0.65_mmol/L):
If_the_patient_can_tolerate_oral:
Potassium_phosphate_250-500_mg_PO_q12h_(max_daily_dose_of_1_g).
If_the_patient_cannot_tolerate_oral:
Potassium_phosphate_15_mmol_IV_(over_2.5_h).
For_serum_phosphate_levels_<1_mg/dL_(0.32_mmol/L):
If_the_patient_is_not_critically_unstable:
